index,date,review,rating,isEdited,userName,title,developerResponse,bank_app,review_language,review_language_prob,is_translated,translated_text,translated_review,zs_label,zs_prob,sentiment,sentiment_prob
0,8/21/2023 22:42,"I tried this one because of the notification in the old app that they will soon replace it with this one. Upon using this new app for the first time, I learned that I have to create a new password for this app and that the old app and BDO website will still use my old password. In short, they are using two separate systems or database for the old app / BDO website and this new app. I don’t want to maintain two separate passwords for my BDO account because your old app prevents pasting passwords from a password manager and this new app entirely blocks us from using a password manager (the only good thing about this new app is that it allows pasting my password from my password manager).

Since this app is already very annoying at the registration part, I will not bother to use it and will just uninstall it. Do not block us from using the old app because that one is still better than this one despite the hundreds of bugs and missing features in that old app. In fact, you should take down this app from the Apple Store and do your QA testing and regression testing first. It is clearly an Alpha version and not even a candidate for a beta release.",1.0,False,Dence07,Useless app,,Banco De Oro,eng_Latn,0.9999706745147704,no,"I tried this one because of the notification in the old app that they will soon replace it with this one. Upon using this new app for the first time, I learned that I have to create a new password for this app and that the old app and BDO website will still use my old password. In short, they are using two separate systems or database for the old app / BDO website and this new app. I don’t want to maintain two separate passwords for my BDO account because your old app prevents pasting passwords from a password manager and this new app entirely blocks us from using a password manager (the only good thing about this new app is that it allows pasting my password from my password manager).

Since this app is already very annoying at the registration part, I will not bother to use it and will just uninstall it. Do not block us from using the old app because that one is still better than this one despite the hundreds of bugs and missing features in that old app. In fact, you should take down this app from the Apple Store and do your QA testing and regression testing first. It is clearly an Alpha version and not even a candidate for a beta release.","I tried this one because of the notification in the old app that they will soon replace it with this one. Upon using this new app for the first time, I learned that I have to create a new password for this app and that the old app and BDO website will still use my old password. In short, they are using two separate systems or database for the old app / BDO website and this new app. I don’t want to maintain two separate passwords for my BDO account because your old app prevents pasting passwords from a password manager and this new app entirely blocks us from using a password manager (the only good thing about this new app is that it allows pasting my password from my password manager).

Since this app is already very annoying at the registration part, I will not bother to use it and will just uninstall it. Do not block us from using the old app because that one is still better than this one despite the hundreds of bugs and missing features in that old app. In fact, you should take down this app from the Apple Store and do your QA testing and regression testing first. It is clearly an Alpha version and not even a candidate for a beta release.",usability,0.3720489144325256,NEGATIVE,0.9993451237678528
1,6/29/2023 6:55,"I am quite disappointed with the BDO App’s lack of a card lock/unlock feature. It is a fundamental security measure that I believe should be included in any banking app. Without this feature, I feel vulnerable and exposed to potential risks if my card gets lost or stolen. Other banking apps have already implemented this functionality, recognizing its importance in protecting customers from unauthorized transactions. It’s puzzling why the BDO App has overlooked such a critical feature. It leaves me wondering if they truly prioritize customer security. In today’s digital age, where fraud and cyber threats are prevalent, having the ability to lock and unlock your card instantly through the app would provide peace of mind. It would save customers the hassle of calling customer service or visiting a branch, especially when time is of the essence. I hope that BDO recognizes the significance of this feature and takes steps to rectify the situation. Until then, I find it difficult to fully trust and recommend the BDO App for its lack of card lock/unlock functionality.",1.0,False,Domansss,SMH,,Banco De Oro,eng_Latn,0.9998658895492554,no,"I am quite disappointed with the BDO App’s lack of a card lock/unlock feature. It is a fundamental security measure that I believe should be included in any banking app. Without this feature, I feel vulnerable and exposed to potential risks if my card gets lost or stolen. Other banking apps have already implemented this functionality, recognizing its importance in protecting customers from unauthorized transactions. It’s puzzling why the BDO App has overlooked such a critical feature. It leaves me wondering if they truly prioritize customer security. In today’s digital age, where fraud and cyber threats are prevalent, having the ability to lock and unlock your card instantly through the app would provide peace of mind. It would save customers the hassle of calling customer service or visiting a branch, especially when time is of the essence. I hope that BDO recognizes the significance of this feature and takes steps to rectify the situation. Until then, I find it difficult to fully trust and recommend the BDO App for its lack of card lock/unlock functionality.","I am quite disappointed with the BDO App’s lack of a card lock/unlock feature. It is a fundamental security measure that I believe should be included in any banking app. Without this feature, I feel vulnerable and exposed to potential risks if my card gets lost or stolen. Other banking apps have already implemented this functionality, recognizing its importance in protecting customers from unauthorized transactions. It’s puzzling why the BDO App has overlooked such a critical feature. It leaves me wondering if they truly prioritize customer security. In today’s digital age, where fraud and cyber threats are prevalent, having the ability to lock and unlock your card instantly through the app would provide peace of mind. It would save customers the hassle of calling customer service or visiting a branch, especially when time is of the essence. I hope that BDO recognizes the significance of this feature and takes steps to rectify the situation. Until then, I find it difficult to fully trust and recommend the BDO App for its lack of card lock/unlock functionality.",functionality,0.7998043298721313,NEGATIVE,0.9948988556861877
2,9/18/2023 14:58,"I have this app for a almost a month already and installed in on my other device. With an expectation that this will be much easier, turned out it was not. Here are some things that you need to reconsider before using this app:

1. All billers enrolled in the previous app have to be re-enrolled in this new app. What a hassle! 
2. All nominated accounts for online transfers also have to be re-enrolled in this new app. Another hassle!
3. Credit card transactions, and some debit card transactions do not reflect real time in this app, unlike in the previous app. Hassle! 
4. Transferring money says being processed when in fact, the funds have been debited already. Hard to send a screenshot saying “being processed” to the receiver of the funds as it may send them a message that it wasn't successfully transferred yet. Then after a few hours, you’ll receive a confirmation email that the transaction was complete. In other words, the transfer transaction seems to be on pending status until after a few hours. Super hassle!
5. The interface is okay, but the functionality is not. But not because it’s new, but because it’s not just friendly compared with the existing one.

I decided to still continue using the existing app. And should BDO remove the existing app, while the issues I encountered above have not be fixed, might switch may primary online banking instead.",1.0,False,Je123DJ,Not User Friendly,,Banco De Oro,eng_Latn,0.9999524354934692,no,"I have this app for a almost a month already and installed in on my other device. With an expectation that this will be much easier, turned out it was not. Here are some things that you need to reconsider before using this app:

1. All billers enrolled in the previous app have to be re-enrolled in this new app. What a hassle! 
2. All nominated accounts for online transfers also have to be re-enrolled in this new app. Another hassle!
3. Credit card transactions, and some debit card transactions do not reflect real time in this app, unlike in the previous app. Hassle! 
4. Transferring money says being processed when in fact, the funds have been debited already. Hard to send a screenshot saying “being processed” to the receiver of the funds as it may send them a message that it wasn't successfully transferred yet. Then after a few hours, you’ll receive a confirmation email that the transaction was complete. In other words, the transfer transaction seems to be on pending status until after a few hours. Super hassle!
5. The interface is okay, but the functionality is not. But not because it’s new, but because it’s not just friendly compared with the existing one.

I decided to still continue using the existing app. And should BDO remove the existing app, while the issues I encountered above have not be fixed, might switch may primary online banking instead.","I have this app for a almost a month already and installed in on my other device. With an expectation that this will be much easier, turned out it was not. Here are some things that you need to reconsider before using this app:

1. All billers enrolled in the previous app have to be re-enrolled in this new app. What a hassle! 
2. All nominated accounts for online transfers also have to be re-enrolled in this new app. Another hassle!
3. Credit card transactions, and some debit card transactions do not reflect real time in this app, unlike in the previous app. Hassle! 
4. Transferring money says being processed when in fact, the funds have been debited already. Hard to send a screenshot saying “being processed” to the receiver of the funds as it may send them a message that it wasn't successfully transferred yet. Then after a few hours, you’ll receive a confirmation email that the transaction was complete. In other words, the transfer transaction seems to be on pending status until after a few hours. Super hassle!
5. The interface is okay, but the functionality is not. But not because it’s new, but because it’s not just friendly compared with the existing one.

I decided to still continue using the existing app. And should BDO remove the existing app, while the issues I encountered above have not be fixed, might switch may primary online banking instead.",functionality,0.6079151630401611,NEGATIVE,0.9993847608566284
3,8/18/2023 8:18,"What are these apps you keep developing? Do these even go through testing? A company raking in billions year after year, but develops apps lacking basic features. Aims to be minimalistic though compromises functionality. 1. There is no option to view your home loan. I cannot find where I can have that added. I have it on the old app but not here. 2. No card lock/unlock feature. This is basic and essential for any bank to have on their app yet there’s none in this “new” app. 3. It shows all accounts linked to you but they have a made an option for you to only choose which you want to be visible on the app. It does not remove the fact that the account is still there. Shows how inconsiderate the developers are with customers. 4. The looks improved but it still loads slow. 5. No control to how much you can withdraw thru an ATM. Basic feature in any other banking app but apparently it must be a premium feature for BDO. 🤪",1.0,False,Rieyuxel,Higher a UX Designer!,,Banco De Oro,eng_Latn,0.9999855756759644,no,"What are these apps you keep developing? Do these even go through testing? A company raking in billions year after year, but develops apps lacking basic features. Aims to be minimalistic though compromises functionality. 1. There is no option to view your home loan. I cannot find where I can have that added. I have it on the old app but not here. 2. No card lock/unlock feature. This is basic and essential for any bank to have on their app yet there’s none in this “new” app. 3. It shows all accounts linked to you but they have a made an option for you to only choose which you want to be visible on the app. It does not remove the fact that the account is still there. Shows how inconsiderate the developers are with customers. 4. The looks improved but it still loads slow. 5. No control to how much you can withdraw thru an ATM. Basic feature in any other banking app but apparently it must be a premium feature for BDO. 🤪","What are these apps you keep developing? Do these even go through testing? A company raking in billions year after year, but develops apps lacking basic features. Aims to be minimalistic though compromises functionality. 1. There is no option to view your home loan. I cannot find where I can have that added. I have it on the old app but not here. 2. No card lock/unlock feature. This is basic and essential for any bank to have on their app yet there’s none in this “new” app. 3. It shows all accounts linked to you but they have a made an option for you to only choose which you want to be visible on the app. It does not remove the fact that the account is still there. Shows how inconsiderate the developers are with customers. 4. The looks improved but it still loads slow. 5. No control to how much you can withdraw thru an ATM. Basic feature in any other banking app but apparently it must be a premium feature for BDO. 🤪",functionality,0.6113255023956299,NEGATIVE,0.9969659447669983
4,2/3/2022 8:57,Since i have read the reviews and its not appealing because of so many negative feedbacks. Idid not install it. Their BDO pay also is also useless i had the old one before but i remove it not so much billers. Then this new one came along i did install it but with no luck. It lock me out then informed to call the BDO customer service. Because of so many tries and in fact i did input the right user name and password. For now i still use the old BDO Digital Banking better than the new ones. Even though sometimes there are bugs like finger scanning sometimes it keeps on asking to go settings when in fact i had check on my settings also the immediate balance enquiry now showing ni bank account to show so everytime i open my account i need to input everything. All their apps are messy. Big company cannot pay the highly tech people to provide them an improve applications.,1.0,False,Abner61,TO MANY BDO APPS but useless.,,Banco De Oro,eng_Latn,0.9999547004699708,no,Since i have read the reviews and its not appealing because of so many negative feedbacks. Idid not install it. Their BDO pay also is also useless i had the old one before but i remove it not so much billers. Then this new one came along i did install it but with no luck. It lock me out then informed to call the BDO customer service. Because of so many tries and in fact i did input the right user name and password. For now i still use the old BDO Digital Banking better than the new ones. Even though sometimes there are bugs like finger scanning sometimes it keeps on asking to go settings when in fact i had check on my settings also the immediate balance enquiry now showing ni bank account to show so everytime i open my account i need to input everything. All their apps are messy. Big company cannot pay the highly tech people to provide them an improve applications.,Since i have read the reviews and its not appealing because of so many negative feedbacks. Idid not install it. Their BDO pay also is also useless i had the old one before but i remove it not so much billers. Then this new one came along i did install it but with no luck. It lock me out then informed to call the BDO customer service. Because of so many tries and in fact i did input the right user name and password. For now i still use the old BDO Digital Banking better than the new ones. Even though sometimes there are bugs like finger scanning sometimes it keeps on asking to go settings when in fact i had check on my settings also the immediate balance enquiry now showing ni bank account to show so everytime i open my account i need to input everything. All their apps are messy. Big company cannot pay the highly tech people to provide them an improve applications.,usability,0.2747976183891296,NEGATIVE,0.99787437915802
5,8/9/2023 23:22,"I am very disappointed with the bdo online app. Today I used the buy load module to purchase load. I went thru the process of inputting the details, until I reached the “confirm button”, which I pressed to proceed with my transaction. After which, it showed the confirm button again, then pressed it again thinking that it might be a connection error. This happened for 3 more times, until I decided to close the app and log in again. Upon logging in, I saw that there were a total of 4 load transactions done, WITHOUT ANY NOTIFICATION IN THE APP that the transaction was successful. I encountered the same case when I used the transfer money module. This transaction successful notification in an app is very vital in every online banking transaction. And it was saddnening that a HUGE bank chain like BDO does not have this in their app.😤",1.0,False,CABaguis,Transaction Notification in the app,,Banco De Oro,eng_Latn,0.9997718930244446,no,"I am very disappointed with the bdo online app. Today I used the buy load module to purchase load. I went thru the process of inputting the details, until I reached the “confirm button”, which I pressed to proceed with my transaction. After which, it showed the confirm button again, then pressed it again thinking that it might be a connection error. This happened for 3 more times, until I decided to close the app and log in again. Upon logging in, I saw that there were a total of 4 load transactions done, WITHOUT ANY NOTIFICATION IN THE APP that the transaction was successful. I encountered the same case when I used the transfer money module. This transaction successful notification in an app is very vital in every online banking transaction. And it was saddnening that a HUGE bank chain like BDO does not have this in their app.😤","I am very disappointed with the bdo online app. Today I used the buy load module to purchase load. I went thru the process of inputting the details, until I reached the “confirm button”, which I pressed to proceed with my transaction. After which, it showed the confirm button again, then pressed it again thinking that it might be a connection error. This happened for 3 more times, until I decided to close the app and log in again. Upon logging in, I saw that there were a total of 4 load transactions done, WITHOUT ANY NOTIFICATION IN THE APP that the transaction was successful. I encountered the same case when I used the transfer money module. This transaction successful notification in an app is very vital in every online banking transaction. And it was saddnening that a HUGE bank chain like BDO does not have this in their app.😤",functionality,0.3254065811634063,NEGATIVE,0.9983709454536438
6,8/21/2023 9:38,"Hello BDO, could you add an Enroll Account feature? Like for any account na need namin transfer-an ng money? Kasi sa current process sa app, ma-si-save or ma-e-enroll mo lang yung other bank account numbers if mag se-send ka ng pera. And sometimes it does not work. I could not save other bank details kapag failed ang status or in progress pa lang. Happened to me a lot of times while transferring money to another bank account throughl InstaPay. In Progress pa yung status ng transfer pero na-receive na ng pinadalhan ko yung amount. And I couldn’t bookmark or save the account details kasi “In Progress” pa. And while waiting for the status to change, ayun nag expire na auth token. Please fix this or add it as a feature because it’s time consuming. So the next time magpapadala kami ng pera sa bank account na yun, we need input the details over and over again.",3.0,False,NotHappyAnymore00,Add the “Enroll Billler or Acount” as a feature,,Banco De Oro,eng_Latn,0.9915717244148254,no,"Hello BDO, could you add an Enroll Account feature? Like for any account na need namin transfer-an ng money? Kasi sa current process sa app, ma-si-save or ma-e-enroll mo lang yung other bank account numbers if mag se-send ka ng pera. And sometimes it does not work. I could not save other bank details kapag failed ang status or in progress pa lang. Happened to me a lot of times while transferring money to another bank account throughl InstaPay. In Progress pa yung status ng transfer pero na-receive na ng pinadalhan ko yung amount. And I couldn’t bookmark or save the account details kasi “In Progress” pa. And while waiting for the status to change, ayun nag expire na auth token. Please fix this or add it as a feature because it’s time consuming. So the next time magpapadala kami ng pera sa bank account na yun, we need input the details over and over again.","Hello BDO, could you add an Enroll Account feature? Like for any account na need namin transfer-an ng money? Kasi sa current process sa app, ma-si-save or ma-e-enroll mo lang yung other bank account numbers if mag se-send ka ng pera. And sometimes it does not work. I could not save other bank details kapag failed ang status or in progress pa lang. Happened to me a lot of times while transferring money to another bank account throughl InstaPay. In Progress pa yung status ng transfer pero na-receive na ng pinadalhan ko yung amount. And I couldn’t bookmark or save the account details kasi “In Progress” pa. And while waiting for the status to change, ayun nag expire na auth token. Please fix this or add it as a feature because it’s time consuming. So the next time magpapadala kami ng pera sa bank account na yun, we need input the details over and over again.",functionality,0.4299688041210174,NEGATIVE,0.9995645880699158
7,8/29/2023 15:42,"I like it except for the fact that transitioning to this new app meant that all the saved items from the old app disappeared so I had to input everything all over again. It was quite tedious especially since I was in a hurry to pay my bills at the time. Also, I hate that when I send money to someone else’s account, the confirmation message says “TRANSFER IN PROGRESS” but I never receive any feedback as to whether the transfer was a success. It’s frustrating because I can see that the amount has been deducted from my account. I would really like acknowledgment that the money was INDEED transferred. Please improve this feature. It can be very disconcerting not knowing whether the transaction was properly processed and completed.",3.0,False,Kawiegirl,A work in progress…,,Banco De Oro,eng_Latn,0.9999949932098388,no,"I like it except for the fact that transitioning to this new app meant that all the saved items from the old app disappeared so I had to input everything all over again. It was quite tedious especially since I was in a hurry to pay my bills at the time. Also, I hate that when I send money to someone else’s account, the confirmation message says “TRANSFER IN PROGRESS” but I never receive any feedback as to whether the transfer was a success. It’s frustrating because I can see that the amount has been deducted from my account. I would really like acknowledgment that the money was INDEED transferred. Please improve this feature. It can be very disconcerting not knowing whether the transaction was properly processed and completed.","I like it except for the fact that transitioning to this new app meant that all the saved items from the old app disappeared so I had to input everything all over again. It was quite tedious especially since I was in a hurry to pay my bills at the time. Also, I hate that when I send money to someone else’s account, the confirmation message says “TRANSFER IN PROGRESS” but I never receive any feedback as to whether the transfer was a success. It’s frustrating because I can see that the amount has been deducted from my account. I would really like acknowledgment that the money was INDEED transferred. Please improve this feature. It can be very disconcerting not knowing whether the transaction was properly processed and completed.",functionality,0.5014333724975586,NEGATIVE,0.9975078105926514
8,9/1/2023 3:27,"Love the new UI but it’s too early to launch as the features which I found great from the soon to be old bdo app are not yet enabled. I was unable to save my frequent other bdo account, gcash number, other banks, etc. its very manual at this time as I have to go thru and key in all the basic info every now and then. There is a favorite function which allows you to do this, but button is not there yet. Perhaps, this would be included jn the succeeding software update. Hopefully soon! Balances do not update real time, money transfer took longer and will show ‘processing’. But you’ll be notified once completed. It would be convenient if this is processed immediately. All in all, the app is kind of good for now but can be great in the future.",3.0,False,athan athan,Prematured App,,Banco De Oro,eng_Latn,0.9999802112579346,no,"Love the new UI but it’s too early to launch as the features which I found great from the soon to be old bdo app are not yet enabled. I was unable to save my frequent other bdo account, gcash number, other banks, etc. its very manual at this time as I have to go thru and key in all the basic info every now and then. There is a favorite function which allows you to do this, but button is not there yet. Perhaps, this would be included jn the succeeding software update. Hopefully soon! Balances do not update real time, money transfer took longer and will show ‘processing’. But you’ll be notified once completed. It would be convenient if this is processed immediately. All in all, the app is kind of good for now but can be great in the future.","Love the new UI but it’s too early to launch as the features which I found great from the soon to be old bdo app are not yet enabled. I was unable to save my frequent other bdo account, gcash number, other banks, etc. its very manual at this time as I have to go thru and key in all the basic info every now and then. There is a favorite function which allows you to do this, but button is not there yet. Perhaps, this would be included jn the succeeding software update. Hopefully soon! Balances do not update real time, money transfer took longer and will show ‘processing’. But you’ll be notified once completed. It would be convenient if this is processed immediately. All in all, the app is kind of good for now but can be great in the future.",functionality,0.4660378992557525,NEGATIVE,0.9857257604598999
9,7/6/2023 2:08,"New app looks like BPI. But unlike BPI, the favorite billers are not transferred to the new app version. You cannot simply add billers as you need to have payment first to tag it as favorite biller.
Tried to pay a biller, received Unable to pay bills message in the app. But also received text message that a transaction was processed. Checked the balance but it was not deducted. After a couple of days, tried to pay using the old app, no hassle, bill paid, text message received. Checked the new app, the balance is not yet deducted! This is misleading and seems that the cache is not cleared. Clicked the info icon, the balance is updated (minus the bills paid). Returned back to the main menu, only then that the updated amount is reflected. 
This app needs more improvement.",1.0,False,AnaEarl,"Unable to Pay bills, cache not refreshed",,Banco De Oro,eng_Latn,0.9999232292175292,no,"New app looks like BPI. But unlike BPI, the favorite billers are not transferred to the new app version. You cannot simply add billers as you need to have payment first to tag it as favorite biller.
Tried to pay a biller, received Unable to pay bills message in the app. But also received text message that a transaction was processed. Checked the balance but it was not deducted. After a couple of days, tried to pay using the old app, no hassle, bill paid, text message received. Checked the new app, the balance is not yet deducted! This is misleading and seems that the cache is not cleared. Clicked the info icon, the balance is updated (minus the bills paid). Returned back to the main menu, only then that the updated amount is reflected. 
This app needs more improvement.","New app looks like BPI. But unlike BPI, the favorite billers are not transferred to the new app version. You cannot simply add billers as you need to have payment first to tag it as favorite biller.
Tried to pay a biller, received Unable to pay bills message in the app. But also received text message that a transaction was processed. Checked the balance but it was not deducted. After a couple of days, tried to pay using the old app, no hassle, bill paid, text message received. Checked the new app, the balance is not yet deducted! This is misleading and seems that the cache is not cleared. Clicked the info icon, the balance is updated (minus the bills paid). Returned back to the main menu, only then that the updated amount is reflected. 
This app needs more improvement.",performance,0.3007720708847046,NEGATIVE,0.9992103576660156
